feedback_id,course_id,professor_id,semester,rating_clarity,rating_workload,rating_interaction,rating_attendance_strictness,rating_assignments,overall_rating,course_organization,comment
23382,43,16,2023B,8,3,8,9,7,8,8,
23383,41,68,2024B,2,3,7,5,9,6,5,
23384,10,12,2023B,4,1,2,1,8,5,5,
23385,47,29,2025A,4,1,4,2,4,4,5,
23386,107,1,2023B,2,3,7,6,3,4,4,
23387,78,61,2024B,9,4,10,10,4,8,7,
23388,77,80,2023B,4,1,4,7,6,5,5,
23389,70,18,2023A,4,7,10,10,10,8,9,
23390,50,38,2024A,10,6,2,5,8,7,9,
23391,45,40,2024A,5,4,6,9,5,5,5,
23392,17,26,2024B,6,9,6,5,10,6,2,
23393,52,59,2024B,10,2,10,9,3,8,10,
23394,59,34,2024A,3,8,7,3,3,4,5,
23395,114,24,2025A,4,10,10,10,2,5,4,
23396,57,67,2024B,9,7,2,1,2,5,6,
23397,86,64,2024A,7,2,7,7,9,8,8,
23398,64,29,2023A,5,9,8,1,9,6,3,
23399,118,25,2023A,5,4,2,6,2,4,8,
23400,62,6,2023A,9,8,2,4,10,7,8,
23401,18,45,2024A,7,5,5,9,10,8,9,
23402,92,17,2025A,2,8,7,2,9,7,9,
23403,91,7,2024A,2,10,8,4,9,6,3,
23404,2,8,2023A,4,1,5,3,3,4,5,
23405,5,11,2024A,8,3,6,6,6,7,8,
23406,7,9,2025A,3,4,2,4,7,5,7,
23407,112,75,2025A,9,10,7,9,8,8,9,
23408,120,79,2024B,3,9,9,2,4,5,3,
23409,48,54,2023A,2,4,7,5,6,5,4,
23410,103,3,2025A,9,5,3,6,3,5,4,
23411,114,19,2023A,6,9,10,8,7,7,4,
23412,6,26,2023A,2,1,6,3,8,6,9,
23413,61,18,2025A,6,8,7,10,6,6,7,
23414,91,15,2025A,10,4,9,8,9,8,6,
23415,58,63,2023B,6,8,10,8,9,8,8,
23416,79,48,2025A,7,2,10,5,5,8,9,
23417,70,69,2024A,2,9,2,6,3,3,4,
23418,22,12,2024A,5,5,7,9,5,5,3,
23419,28,30,2024B,5,4,6,2,10,8,10,
23420,1,21,2025A,5,8,6,3,7,6,5,
23421,4,46,2023A,10,4,7,5,7,8,8,
23422,33,66,2023A,8,10,9,10,7,8,7,
23423,34,3,2023B,10,10,7,2,2,7,10,
23424,101,55,2024A,3,9,7,2,6,6,7,
23425,45,32,2024B,9,8,9,1,9,9,9,
23426,82,73,2024A,5,10,5,8,9,6,7,
23427,80,37,2023B,6,7,2,2,6,4,3,
23428,95,45,2023B,10,2,9,5,8,9,10,
23429,112,45,2024B,10,8,7,8,6,8,10,
23430,9,38,2025A,6,9,6,10,3,5,4,
23431,23,21,2023B,3,2,6,7,2,3,2,
23432,53,50,2025A,10,7,6,6,3,7,9,
23433,72,13,2024B,2,5,9,1,2,5,6,
23434,58,55,2024B,5,8,5,1,6,6,6,
23435,89,42,2023A,5,9,3,5,4,5,7,
23436,16,42,2024B,8,2,3,10,9,7,8,
23437,111,55,2025A,3,1,7,9,6,5,4,
23438,67,34,2023B,5,4,2,7,4,4,5,
23439,26,39,2025A,4,1,7,6,6,5,3,
23440,104,56,2024B,10,7,6,9,8,7,4,
23441,44,77,2024A,4,10,4,9,8,5,3,
23442,46,43,2024A,6,1,6,10,7,7,8,
23443,20,53,2023B,9,1,10,3,2,6,5,
23444,105,46,2023B,10,1,3,2,8,6,5,
23445,26,19,2023B,8,1,2,3,7,6,8,
23446,115,2,2025A,2,4,4,9,4,5,10,
23447,98,25,2024B,3,6,9,10,5,5,3,
23448,14,32,2024B,6,3,5,2,4,4,2,
23449,96,52,2025A,9,3,9,6,3,6,3,
23450,10,18,2023A,6,8,8,1,6,6,6,
23451,71,17,2023B,8,6,3,3,2,4,3,
23452,48,60,2024B,7,3,8,4,2,6,9,
23453,33,68,2025A,6,1,3,4,10,6,5,
23454,96,24,2024A,2,9,8,2,5,5,4,
23455,5,50,2023B,8,7,3,4,10,6,3,
23456,92,48,2023B,3,2,8,9,6,6,6,
23457,51,30,2025A,5,9,10,9,6,7,7,
23458,52,12,2024A,5,9,5,10,7,6,7,
23459,63,56,2025A,10,10,8,5,7,7,3,
23460,99,47,2023A,2,1,4,9,2,4,6,
23461,22,64,2025A,5,10,8,5,4,6,6,
23462,7,37,2023A,9,8,8,3,3,7,7,
23463,98,19,2023B,6,9,5,3,3,4,2,
23464,10,77,2023B,10,5,6,10,4,6,4,
23465,99,61,2025A,10,10,3,7,5,7,9,
23466,70,33,2024A,2,3,8,6,10,6,5,
23467,65,26,2023A,2,8,4,3,4,4,5,
23468,81,76,2024A,3,7,7,4,4,6,8,
23469,101,45,2024A,9,6,10,2,2,7,7,
23470,49,25,2024B,10,1,7,9,2,5,2,
23471,15,51,2024B,3,5,7,4,10,6,4,
23472,8,47,2023A,4,6,8,5,6,6,7,
23473,42,32,2024A,6,1,3,6,9,6,7,
23474,98,34,2023A,8,3,2,4,6,6,10,
23475,49,45,2024A,10,7,10,8,7,8,3,
23476,22,55,2023B,6,5,6,9,6,7,10,
23477,119,48,2025A,3,4,4,4,5,4,6,
23478,118,67,2025A,7,3,3,6,5,6,10,
23479,10,34,2025A,9,5,9,1,3,7,8,
23480,38,42,2024B,9,10,3,8,8,6,6,
23481,65,60,2024B,5,2,9,1,7,8,10,
23482,4,58,2025A,4,10,10,8,6,7,8,
23483,22,45,2023A,3,10,10,6,5,6,6,
23484,93,40,2023A,3,7,7,9,9,5,2,
23485,16,59,2024A,7,6,2,4,8,5,2,
23486,65,37,2023B,8,3,4,1,3,6,10,
23487,13,7,2025A,6,1,7,8,10,6,3,
23488,23,30,2024B,2,5,7,5,8,6,9,
23489,42,9,2024B,9,3,9,8,6,6,2,
23490,67,27,2025A,7,5,8,8,2,6,7,
23491,23,19,2024B,8,1,9,1,10,7,2,
23492,58,35,2023B,7,7,7,1,10,7,3,
23493,60,23,2024B,3,8,3,10,8,4,4,
23494,46,10,2024A,7,9,10,9,9,8,5,
23495,54,6,2025A,6,8,6,4,9,8,10,
23496,110,63,2023A,6,6,7,4,4,5,2,
23497,87,29,2024A,10,10,10,1,4,8,10,
23498,106,12,2023A,6,6,2,5,3,4,7,
23499,3,55,2025A,5,2,4,2,3,4,2,
23500,18,29,2024A,2,2,4,4,5,4,6,
23501,57,25,2024B,10,8,7,8,6,6,3,
23502,29,8,2023B,9,6,5,1,10,7,3,
23503,63,49,2024B,10,10,9,4,8,8,3,
23504,113,5,2024B,4,6,2,6,8,5,5,
23505,73,75,2023A,4,7,7,5,8,7,10,
23506,84,5,2024B,8,8,6,5,7,8,9,
23507,31,63,2024B,6,4,5,7,3,6,9,
23508,56,58,2023B,2,9,3,4,5,4,7,
23509,80,60,2023A,9,3,10,9,6,8,5,
23510,32,45,2024A,5,8,4,7,2,4,7,
23511,114,66,2024B,7,10,7,9,7,8,9,
23512,23,45,2023A,6,5,9,10,9,7,5,
23513,27,21,2025A,7,9,2,1,5,5,7,
23514,114,72,2024B,4,10,4,4,10,6,5,
23515,68,54,2024B,7,1,10,1,10,8,5,
23516,32,65,2023B,8,8,7,1,3,6,4,
23517,96,41,2024A,2,4,5,9,3,4,6,
23518,21,13,2024A,5,6,10,10,2,5,3,
23519,23,25,2024B,4,9,8,3,3,6,8,
23520,64,23,2023B,8,5,5,2,9,8,9,
23521,12,78,2023A,7,6,7,6,7,7,6,
23522,4,74,2025A,5,2,8,5,10,6,2,
23523,5,72,2023A,2,6,2,3,2,4,8,
23524,69,14,2025A,7,7,3,3,4,6,9,
23525,68,21,2023A,8,6,2,10,2,5,8,
23526,98,12,2023B,9,7,3,4,2,6,10,
23527,39,71,2024A,5,4,9,10,6,7,7,
23528,90,52,2023B,4,6,2,10,2,4,8,
23529,93,78,2024A,7,2,8,5,5,6,4,
23530,30,71,2025A,8,5,5,1,7,8,10,
23531,8,18,2025A,7,1,4,8,7,5,2,
23532,9,38,2024B,3,1,7,5,3,4,2,
23533,35,40,2024A,8,2,6,4,5,5,2,
23534,84,78,2023B,2,6,6,4,8,6,7,
23535,64,70,2024B,5,1,9,5,6,6,3,
23536,21,78,2023B,4,4,10,2,3,7,10,
23537,55,44,2024A,3,7,3,2,2,3,4,
23538,88,43,2024B,10,3,3,9,10,8,10,
23539,6,21,2024B,4,8,2,8,5,4,5,
23540,113,29,2024B,5,1,10,5,7,7,6,
23541,24,46,2025A,9,6,10,8,5,8,10,
23542,30,28,2024B,9,2,4,10,7,6,5,
23543,60,34,2023A,3,4,8,9,2,5,8,
23544,94,8,2023A,7,10,7,8,3,6,5,
23545,3,20,2023A,7,3,10,6,8,8,9,
23546,75,44,2023A,5,3,2,6,6,4,3,
23547,24,54,2024A,6,3,9,5,2,6,7,
23548,36,79,2025A,5,4,5,4,7,6,9,
23549,115,21,2025A,5,3,3,10,3,4,3,
23550,55,45,2024A,2,9,7,3,3,6,10,
23551,21,28,2023A,5,4,9,4,4,5,2,
23552,85,59,2023B,10,4,8,1,3,7,7,
23553,39,55,2023A,6,3,2,6,4,4,6,
23554,100,63,2024B,3,4,6,8,4,5,6,
23555,94,23,2023A,2,3,4,3,6,4,2,
23556,26,39,2025A,3,8,4,3,7,6,9,
23557,118,9,2024A,5,9,8,9,9,7,5,
23558,36,49,2025A,8,6,7,4,2,6,7,
23559,29,46,2024A,6,2,5,9,10,8,10,
23560,55,38,2024A,3,7,3,4,9,6,10,
23561,37,71,2023A,3,4,7,4,5,6,10,
23562,70,77,2025A,6,5,5,7,9,7,8,
23563,11,3,2023B,9,9,9,7,7,8,8,
23564,116,78,2024A,3,4,10,4,2,5,5,
23565,26,1,2025A,2,2,10,8,7,6,4,
23566,90,32,2024A,8,6,5,10,7,8,10,
23567,27,78,2024B,4,4,10,5,8,8,10,
23568,114,23,2023A,9,2,3,6,8,6,6,
23569,104,57,2024A,9,5,7,5,2,6,4,
23570,107,16,2023A,5,6,10,10,8,8,7,
23571,39,49,2025A,8,4,9,8,5,7,5,
23572,106,79,2023B,2,1,7,8,5,6,8,
23573,18,77,2023B,5,1,10,8,7,6,2,
23574,75,28,2025A,6,9,3,1,8,6,8,
23575,15,48,2023B,4,10,2,8,8,5,6,
23576,97,28,2023B,10,1,7,2,4,7,7,
23577,8,59,2024B,9,5,2,7,3,4,3,
23578,82,25,2024B,6,3,4,9,3,4,3,
23579,6,54,2023A,6,6,9,2,10,7,2,
23580,51,9,2025A,4,4,8,3,10,8,10,
23581,58,53,2024A,9,8,4,9,8,6,3,
23582,101,79,2024B,5,9,4,8,2,4,3,
23583,118,53,2025A,7,10,10,4,10,8,6,
23584,11,54,2025A,8,9,6,6,5,7,9,
23585,39,51,2024A,6,9,10,4,2,5,2,
23586,63,77,2023B,6,7,7,5,2,4,3,
23587,90,19,2023B,4,2,5,9,8,5,3,
23588,18,46,2025A,8,1,3,9,7,5,3,
23589,76,72,2024B,8,1,4,8,8,8,10,
23590,18,72,2025A,2,1,4,6,6,6,10,
23591,51,62,2024B,5,5,6,8,7,6,7,
23592,44,54,2023B,9,1,5,5,8,6,2,
23593,60,45,2023B,3,3,2,10,7,4,5,
23594,95,15,2025A,9,7,5,1,9,8,8,
23595,22,32,2024B,4,8,7,1,10,7,6,
23596,9,3,2023A,9,10,7,5,7,8,10,
23597,54,38,2023A,7,3,8,3,4,6,7,
23598,107,12,2024A,9,5,10,7,2,6,4,
23599,14,8,2025A,4,4,3,5,6,5,7,
23600,62,61,2023A,8,10,8,1,3,5,2,
23601,6,72,2025A,10,1,7,5,3,8,10,
23602,30,14,2023A,6,7,6,3,4,6,8,
23603,45,52,2024B,2,8,9,3,3,6,10,
23604,45,25,2023A,6,9,10,9,9,8,9,
23605,85,67,2024B,4,7,4,6,5,5,7,
23606,23,37,2023B,2,6,9,3,8,6,6,
23607,69,63,2024A,4,2,8,6,10,7,5,
23608,35,11,2023A,7,7,3,2,4,6,10,
23609,95,28,2024B,5,6,4,5,5,6,9,
23610,76,62,2023B,7,2,9,8,7,8,7,
23611,119,19,2024B,2,3,4,2,8,4,3,
23612,16,4,2023B,6,8,7,9,9,6,4,
23613,74,12,2025A,7,9,8,1,3,5,3,
23614,6,5,2024A,8,4,3,6,5,6,6,
23615,76,40,2024A,2,2,9,8,7,7,9,
23616,95,11,2023A,9,4,5,10,8,6,4,
23617,91,70,2023A,3,9,3,1,9,6,9,
23618,91,26,2023A,9,7,5,4,3,5,4,
23619,8,6,2023A,7,8,8,2,6,7,8,
23620,61,2,2023B,4,4,10,3,3,5,3,
23621,42,70,2024B,7,3,7,4,4,6,6,
23622,63,30,2024A,4,10,6,1,7,6,5,
23623,73,50,2023A,4,7,2,7,3,4,5,
23624,96,7,2024A,6,8,6,8,7,5,2,
23625,58,29,2023B,5,6,4,2,8,6,7,
23626,6,57,2024B,5,3,5,9,5,6,7,
23627,77,19,2023B,6,10,7,5,5,5,3,
23628,115,29,2024B,3,1,9,4,5,5,3,
23629,14,42,2025A,6,6,10,4,8,8,7,
23630,12,17,2023B,2,10,7,7,2,4,5,
23631,26,46,2024A,6,6,9,7,8,7,4,
23632,40,37,2024B,2,2,9,3,5,6,7,
23633,45,30,2024A,3,6,5,4,7,5,6,
23634,81,17,2023B,6,6,6,7,9,7,6,
23635,24,44,2025A,8,6,2,10,7,7,10,
23636,25,13,2025A,4,6,3,2,2,3,3,
23637,18,32,2024B,10,6,7,5,5,8,8,
23638,112,46,2024B,6,3,6,5,7,7,8,
23639,83,42,2024A,8,7,9,4,2,7,10,
23640,50,66,2024A,7,4,4,4,3,5,5,
23641,64,65,2025A,3,2,4,9,3,4,7,
23642,57,32,2025A,4,9,7,4,9,7,7,
23643,71,53,2024B,9,9,5,4,7,7,7,
23644,57,72,2025A,4,10,10,2,5,6,3,
23645,3,27,2024A,6,5,2,1,9,6,8,
23646,75,62,2023A,3,4,6,10,9,6,6,
23647,54,49,2025A,4,10,10,4,9,7,5,
23648,116,27,2023A,6,2,5,10,9,8,10,
23649,66,39,2024A,10,3,2,6,5,6,8,
23650,38,4,2024A,5,2,7,2,10,6,3,
23651,53,20,2024B,10,6,10,8,5,7,2,
23652,92,70,2024B,3,1,4,7,7,5,6,
23653,71,20,2023A,8,6,5,4,7,6,3,
23654,33,37,2023A,2,3,6,2,4,6,10,
23655,26,41,2025A,9,6,9,7,5,8,7,
23656,26,59,2024A,3,1,6,8,8,6,6,
23657,33,26,2024B,7,7,9,10,6,8,10,
23658,67,51,2023A,9,4,5,7,4,6,7,
23659,47,73,2024A,6,2,8,4,7,7,6,
23660,103,63,2023B,7,4,9,9,3,7,10,
23661,90,73,2024B,8,7,7,5,6,7,7,
23662,106,47,2025A,5,9,9,4,7,7,6,
23663,44,35,2023B,9,4,2,3,5,6,8,
23664,22,44,2024B,7,10,3,10,10,6,3,
23665,27,34,2025A,9,10,9,1,2,6,2,
23666,56,29,2025A,2,8,3,1,4,4,9,
23667,2,6,2024B,10,8,6,3,6,6,4,
23668,48,38,2023A,2,9,6,10,5,5,8,
23669,43,19,2025A,9,1,4,1,5,6,6,
23670,91,11,2023A,10,10,10,7,7,9,8,
23671,43,29,2024B,8,7,7,5,8,6,2,
23672,92,25,2024B,9,7,3,2,4,5,3,
23673,111,9,2024B,5,1,6,4,7,6,8,
23674,17,77,2024A,10,8,9,8,4,7,6,
23675,56,68,2024A,8,8,7,7,5,7,7,
23676,44,15,2023B,4,3,6,1,6,4,2,
23677,21,2,2025A,10,5,3,4,10,8,9,
23678,95,1,2024B,9,5,4,2,5,7,10,
23679,81,74,2025A,10,5,2,9,2,4,4,
23680,37,40,2023A,6,4,10,4,3,6,3,
23681,1,16,2025A,10,9,2,7,8,7,8,
23682,83,68,2023A,10,8,6,6,4,7,7,
23683,60,79,2023A,7,5,2,3,4,4,3,
23684,51,49,2023A,9,3,2,9,6,5,2,
23685,103,61,2024A,8,4,8,2,4,7,9,
23686,35,12,2023A,9,10,5,2,3,5,3,
23687,15,63,2025A,7,5,3,5,5,5,4,
23688,108,71,2025A,10,10,3,9,7,7,8,
23689,113,45,2025A,6,4,10,3,9,8,6,
23690,81,77,2023A,8,1,9,3,7,8,7,
23691,33,26,2024B,8,7,7,8,3,7,9,
23692,6,33,2025A,6,3,8,1,3,5,3,
23693,8,69,2024A,7,4,4,6,4,5,6,
23694,10,50,2024B,9,5,5,2,2,6,8,
23695,42,53,2025A,6,9,7,10,7,7,8,
23696,19,77,2023B,5,10,7,2,9,8,10,
23697,74,62,2024A,6,7,3,10,8,6,6,
23698,56,16,2024B,7,3,6,9,5,7,10,
23699,21,63,2024B,3,7,5,9,5,5,7,
23700,25,3,2024B,6,9,5,5,10,6,2,
23701,31,74,2023A,5,10,8,5,6,6,7,
23702,108,9,2024A,7,8,4,7,5,6,9,
23703,37,37,2025A,9,8,6,10,5,6,6,
23704,16,23,2025A,7,10,6,1,4,6,6,
23705,27,63,2024B,4,3,6,7,7,6,8,
23706,32,58,2024B,7,7,8,5,9,8,6,
23707,36,39,2023A,4,9,4,6,9,6,8,
23708,39,4,2023A,9,3,2,6,5,6,10,
23709,34,11,2024B,9,5,3,2,9,8,10,
23710,26,7,2023A,6,6,10,5,6,8,8,
23711,97,19,2023A,6,1,9,8,2,5,3,
23712,3,26,2024B,3,2,9,1,3,4,3,
23713,102,53,2023B,5,9,4,7,9,6,8,
23714,68,2,2024A,4,4,4,8,10,5,3,
23715,85,21,2024A,10,8,2,4,6,6,7,
23716,48,43,2024A,9,9,8,5,2,6,4,
23717,16,39,2024A,5,5,2,3,7,4,4,
23718,25,52,2024A,5,3,9,2,10,8,7,
23719,51,8,2023B,6,8,8,6,9,6,3,
23720,61,11,2023A,4,3,6,2,4,6,10,
23721,3,23,2025A,9,7,8,3,6,7,6,
23722,2,2,2023A,6,1,2,9,10,7,9,
23723,101,67,2024A,4,8,3,7,8,5,6,
23724,94,18,2024A,10,3,5,2,5,8,10,
23725,64,45,2024B,4,9,8,7,8,6,6,
23726,107,33,2023A,3,10,9,3,10,8,10,
23727,49,52,2024B,8,2,4,5,4,6,6,
23728,107,41,2024A,7,2,10,3,3,6,3,
23729,13,8,2023B,5,5,9,3,3,6,5,
23730,56,43,2025A,8,10,6,8,4,5,2,
23731,68,20,2024B,5,3,9,4,9,6,3,
23732,75,21,2024B,7,3,8,6,7,6,2,
23733,65,73,2024B,9,1,9,10,4,6,2,
23734,24,24,2024B,5,1,7,10,5,5,2,
23735,104,43,2024B,2,2,6,3,2,5,10,
23736,22,68,2023A,2,1,5,9,5,4,3,
23737,26,9,2023A,2,2,9,2,9,6,2,
23738,93,4,2024B,10,9,7,8,3,7,9,
23739,30,40,2023A,6,5,8,9,5,7,10,
23740,101,42,2025A,2,9,5,3,5,4,2,
23741,11,68,2024B,5,9,6,9,8,5,2,
23742,25,35,2024A,7,10,10,7,4,6,4,
23743,34,1,2024B,10,2,8,6,5,8,10,
23744,1,77,2025A,7,4,7,8,2,6,10,
23745,42,33,2024A,8,4,9,3,10,8,3,
23746,104,18,2025A,9,4,2,3,8,6,3,
23747,78,33,2023A,5,10,9,1,7,6,4,
23748,4,80,2023B,6,10,4,4,8,6,4,
23749,97,28,2023B,2,5,7,1,10,6,3,
23750,46,48,2025A,8,2,8,5,2,5,3,
23751,73,56,2024B,5,4,8,3,10,6,2,
23752,36,36,2024B,9,6,10,3,6,8,8,
23753,106,78,2024B,3,1,3,3,8,5,5,
23754,74,62,2023B,5,8,5,4,3,5,8,
23755,46,69,2024B,6,7,9,4,8,6,3,
23756,6,55,2025A,5,10,2,8,4,4,5,
23757,34,35,2024B,7,6,10,9,3,7,9,
23758,16,55,2024A,6,9,2,8,4,4,4,
23759,62,14,2023A,3,6,6,5,9,7,10,
23760,80,55,2023B,2,3,4,10,4,3,2,
23761,72,25,2023B,3,2,9,6,5,6,9,
23762,107,53,2024A,10,4,6,1,6,6,3,
23763,35,60,2025A,6,4,5,9,5,6,7,
23764,12,34,2024B,8,4,10,2,8,8,5,
23765,47,14,2024A,3,10,4,8,5,4,4,
23766,63,31,2024A,2,5,5,3,4,4,5,
23767,111,63,2024B,8,10,10,4,2,6,3,
23768,45,41,2025A,7,9,4,9,10,6,2,
23769,16,66,2024B,9,8,4,10,7,7,8,
23770,65,65,2023A,6,9,10,6,6,8,9,
23771,96,28,2023B,9,2,7,4,10,8,5,
23772,54,58,2024A,7,1,6,6,8,8,10,
23773,88,14,2023B,6,7,9,3,8,6,3,
23774,68,79,2023A,8,2,9,3,5,7,7,
23775,113,60,2023B,10,6,4,9,7,7,6,
23776,37,46,2023B,5,9,8,8,2,5,5,
23777,25,71,2023A,10,10,9,5,3,8,8,
23778,66,75,2023B,8,3,2,3,10,6,4,
23779,88,1,2024B,3,1,9,8,2,6,10,
23780,61,12,2025A,3,4,3,4,3,5,10,
23781,26,73,2023B,4,2,5,4,4,4,5,
23782,52,9,2023B,10,3,3,3,7,7,7,
23783,25,63,2023A,2,9,7,6,8,6,6,
23784,46,78,2025A,7,5,9,5,3,7,9,
23785,5,50,2025A,2,7,4,10,10,6,6,
23786,99,53,2023A,7,1,5,3,2,4,3,
23787,53,25,2023B,5,9,7,6,9,7,7,
23788,90,16,2024B,4,7,6,2,3,5,6,
23789,68,44,2023B,8,8,7,9,6,8,10,
23790,12,40,2025A,5,6,2,1,5,5,9,
23791,56,71,2024B,2,4,10,6,10,6,2,
23792,70,80,2025A,4,10,3,9,8,5,4,
23793,18,80,2024B,5,9,6,5,7,6,7,
23794,11,14,2023B,10,10,8,7,3,6,4,
23795,102,15,2024B,2,2,9,4,10,7,7,
23796,14,46,2024A,7,5,6,4,5,7,10,
23797,35,17,2023A,6,2,5,4,6,5,4,
23798,115,15,2025A,9,5,4,1,8,7,7,
23799,44,35,2024A,6,6,8,10,4,5,3,
23800,61,2,2024B,5,4,7,7,3,6,8,
23801,86,41,2023A,3,6,4,5,6,4,2,
23802,15,10,2025A,3,7,4,2,10,5,4,
23803,75,10,2024A,9,7,3,2,10,7,6,
23804,102,21,2024A,7,8,4,5,2,4,4,
23805,42,77,2023A,9,1,5,4,5,5,2,
23806,78,64,2023B,3,8,4,2,9,6,8,
23807,41,78,2025A,5,3,8,6,6,6,4,
23808,77,30,2023A,4,10,3,5,5,4,6,
23809,110,69,2024B,7,7,10,4,8,9,10,
23810,107,68,2023B,9,9,7,9,5,6,5,
23811,32,1,2025A,5,3,9,10,5,6,4,
23812,71,72,2025A,5,5,5,4,2,4,5,
23813,41,45,2023B,2,4,6,1,9,7,10,
23814,27,70,2023B,7,9,2,2,2,4,7,
23815,37,40,2023B,10,6,2,3,2,5,5,
23816,105,74,2023A,7,5,10,5,7,7,3,
23817,69,33,2024A,3,5,6,4,7,6,8,
23818,60,77,2025A,7,5,10,7,9,8,4,
23819,45,12,2024A,5,2,6,3,5,6,8,
23820,59,35,2023A,10,3,10,1,6,8,6,
23821,3,70,2023A,10,6,4,4,2,6,6,
23822,75,33,2024B,9,8,6,6,8,7,4,
23823,15,54,2024A,5,9,7,9,8,6,6,
23824,93,42,2025A,2,5,2,9,6,3,3,
23825,88,13,2024B,6,2,10,10,7,6,3,
23826,94,46,2024A,6,4,5,7,7,6,8,
23827,108,19,2024A,6,9,6,6,9,7,7,
23828,82,22,2024A,4,9,6,10,9,6,5,
23829,89,70,2024B,7,4,7,1,7,6,2,
23830,57,8,2024A,2,8,10,6,10,7,6,
23831,113,53,2023A,4,8,10,4,3,7,10,
23832,105,49,2023B,4,2,10,4,3,7,10,
23833,70,62,2023B,2,10,5,3,3,4,4,
23834,111,56,2023B,2,8,4,4,5,3,2,
23835,96,17,2023A,4,1,4,4,6,6,8,
23836,120,29,2024B,4,3,8,3,2,5,7,
23837,93,59,2023A,9,7,6,4,5,7,7,
23838,93,58,2024A,6,4,2,5,4,4,5,
23839,56,59,2025A,5,6,8,2,8,8,9,
23840,113,26,2023A,10,3,9,7,8,8,3,
23841,94,43,2023A,5,3,6,6,4,6,8,
23842,81,52,2025A,5,4,5,8,4,4,3,
23843,78,9,2025A,4,5,9,1,6,7,10,
23844,32,68,2025A,6,8,2,4,9,6,6,
23845,55,16,2025A,5,4,4,8,5,6,10,
23846,52,37,2025A,3,10,3,6,8,5,7,
23847,55,34,2025A,3,4,9,9,9,6,2,
23848,97,47,2025A,10,3,10,6,5,7,4,
23849,106,68,2023A,3,4,2,3,2,4,8,
23850,25,40,2023A,6,10,4,3,7,5,3,
23851,49,48,2023A,8,6,5,3,8,8,10,
23852,29,20,2023A,6,4,10,3,3,6,6,
23853,103,46,2025A,5,7,5,3,7,6,7,
23854,31,1,2025A,7,6,5,2,5,5,2,
23855,111,27,2023B,9,6,5,2,4,6,5,
23856,40,30,2023B,10,9,10,4,5,7,3,
23857,5,63,2023B,2,7,7,4,6,4,2,
23858,64,2,2025A,3,9,3,8,3,4,9,
23859,102,41,2024B,4,1,7,4,4,6,8,
23860,112,46,2024A,4,8,2,1,10,5,4,
23861,69,73,2023B,9,2,9,2,6,7,4,
23862,59,50,2024B,10,8,9,10,6,8,5,
23863,95,27,2025A,3,7,2,2,3,4,8,
23864,111,3,2023B,8,1,10,8,7,8,5,
23865,33,26,2023A,7,9,8,5,2,6,5,
23866,42,18,2024B,2,7,9,5,7,6,5,
23867,8,43,2023A,7,4,8,7,3,6,5,
23868,100,42,2024A,3,4,3,2,3,3,2,
23869,15,69,2024A,4,10,5,6,7,5,4,
23870,36,45,2024A,5,9,3,4,8,6,7,
23871,91,26,2024B,6,9,3,6,10,6,3,
23872,23,38,2024A,5,1,4,9,5,6,8,
23873,95,45,2024B,8,4,10,8,2,7,7,
23874,47,73,2023A,5,9,2,5,2,3,4,
23875,5,18,2023B,2,3,6,9,9,6,5,
23876,32,11,2025A,2,4,4,8,5,5,9,
23877,27,32,2024A,8,4,5,5,5,6,8,
23878,17,70,2024B,2,8,2,6,2,3,7,
23879,105,45,2024B,8,9,10,5,6,8,6,
23880,37,59,2024B,7,7,3,3,8,6,7,
23881,120,64,2023A,10,4,6,6,3,7,10,
23882,71,26,2023B,5,9,7,10,6,5,2,
23883,68,8,2023B,4,2,10,3,2,5,4,
23884,62,10,2023A,2,9,8,5,5,5,6,
23885,38,28,2024A,9,3,3,7,7,6,7,
23886,59,57,2025A,4,5,5,6,5,4,3,
23887,91,52,2024B,6,8,9,10,5,6,6,
23888,58,11,2023A,2,1,2,6,8,4,6,
23889,33,72,2024A,2,9,7,8,10,5,2,
23890,62,41,2024A,9,6,9,8,4,7,6,
23891,4,7,2023A,5,1,7,10,5,6,8,
23892,34,24,2025A,7,5,6,7,5,6,5,
23893,30,37,2025A,7,3,6,3,3,6,9,
23894,55,2,2024A,7,2,7,10,9,8,7,
23895,68,27,2024A,7,4,5,7,8,6,2,
23896,51,49,2024B,5,2,8,10,9,8,8,
23897,104,35,2023A,5,7,4,8,10,6,7,
23898,20,47,2023A,6,5,9,8,2,6,5,
23899,2,69,2023B,10,2,3,10,2,6,10,
23900,25,80,2024A,8,1,9,7,4,7,8,
23901,21,37,2023A,2,1,4,2,10,5,5,
23902,116,17,2025A,2,4,2,7,8,4,6,
23903,52,32,2025A,3,9,6,2,2,5,10,
23904,97,34,2023B,10,4,10,10,3,6,3,
23905,4,33,2024A,9,5,5,9,7,6,3,
23906,29,54,2023A,9,7,7,8,3,6,6,
23907,110,10,2025A,5,4,2,6,9,6,10,
23908,53,35,2023B,2,3,6,9,6,6,9,
23909,23,53,2024B,6,10,8,10,8,8,10,
23910,86,56,2024B,6,3,7,2,5,5,2,
23911,9,32,2024B,8,8,4,7,2,6,8,
23912,107,16,2024B,4,10,6,5,7,6,7,
23913,67,22,2023A,8,9,9,2,8,8,6,
23914,46,66,2024B,6,9,3,5,2,3,2,
23915,93,66,2024B,5,10,2,8,10,5,4,
23916,110,62,2023B,9,7,6,6,2,7,10,
